poi_type,aspect,mentions,avg_sentiment,positive,negative,neutral
"restaurant,cafe,night_club,bar,food",whether,2,0.41,2,0,0
"restaurant,cafe,night_club,bar,food",great food,2,0.39,2,0,0
"restaurant,cafe,night_club,bar,food",delicious night,1,0.43,1,0,0
"restaurant,cafe,night_club,bar,food",wide song selection,1,0.43,1,0,0
"restaurant,cafe,night_club,bar,food",lively atmosphere,1,0.43,1,0,0
"restaurant,cafe,night_club,bar,food",energy high,1,0.43,1,0,0
"restaurant,cafe,night_club,bar,food",fresh oysters,1,0.43,1,0,0
"restaurant,cafe,night_club,bar,food",flavorful,1,0.43,1,0,0
"restaurant,cafe,bar,night_club,food",martini,2,0.42,2,0,0
"restaurant,cafe,bar,night_club,food",cafe bar,1,0.41,1,0,0
"restaurant,cafe,bar,night_club,food",great music,1,0.41,1,0,0
"restaurant,cafe,bar,night_club,food",stylish decor,1,0.41,1,0,0
"restaurant,cafe,bar,night_club,food",hardly,1,0.41,1,0,0
"restaurant,cafe,bar,night_club,food",boss cooking,1,0.41,1,0,0
"restaurant,cafe,bar,night_club,food",such exception,1,0.41,1,0,0
"restaurant,cafe,bar,night_club,food",dashing,1,0.41,1,0,0
"restaurant,cafe,bar,night_club,food",outstanding albeit,1,0.41,1,0,0
"restaurant,cafe,bar,night_club,food",salty side,1,0.41,1,0,0
"beauty_salon,hair_care",maddy,7,0.27,7,0,0
"beauty_salon,hair_care",highly,7,0.38,7,0,0
"beauty_salon,hair_care",kim,6,0.38,6,0,0
"beauty_salon,hair_care",oscar,3,0.32,3,0,0
"beauty_salon,hair_care",thank,3,0.35,3,0,0
"beauty_salon,hair_care",’ s,2,0.3,2,0,0
"beauty_salon,hair_care",such care,2,0.29,2,0,0
"beauty_salon,hair_care",will,2,0.39,2,0,0
"beauty_salon,hair_care",brazilian,2,0.26,2,0,0
"beauty_salon,hair_care",wonderful experience,2,0.4,2,0,0
"meal_takeaway,health,store,restaurant,food",’ s,3,0.29,3,0,0
"meal_takeaway,health,store,restaurant,food",smol café,3,0.39,3,0,0
"meal_takeaway,health,store,restaurant,food",highly,2,0.3,2,0,0
"meal_takeaway,health,store,restaurant,food",mini buffet,2,0.33,2,0,0
"meal_takeaway,health,store,restaurant,food",salmon says,2,0.39,2,0,0
"meal_takeaway,health,store,restaurant,food",misteak,2,0.39,2,0,0
"meal_takeaway,health,store,restaurant,food",build,1,0.28,1,0,0
"meal_takeaway,health,store,restaurant,food",own,1,0.28,1,0,0
"meal_takeaway,health,store,restaurant,food",bowl ”,1,0.28,1,0,0
"meal_takeaway,health,store,restaurant,food",xmas,1,0.72,1,0,0
"cafe,health,food",’ s,3,0.22,2,0,1
"cafe,health,food",’ ve,3,0.3,3,0,0
"cafe,health,food",great introduction,2,0.56,2,0,0
"cafe,health,food",great experience,1,0.58,1,0,0
"cafe,health,food",ice bath,1,0.58,1,0,0
"cafe,health,food",aziz,1,0.58,1,0,0
"cafe,health,food",exceptional customer service,1,0.58,1,0,0
"cafe,health,food",invaluable knowledge,1,0.58,1,0,0
"cafe,health,food",friendly guidance,1,0.58,1,0,0
"cafe,health,food",’ re,1,0.58,1,0,0
"synagogue,place_of_worship",beautiful,1,0.38,1,0,0
"synagogue,place_of_worship",quaint synagogue,1,0.38,1,0,0
"synagogue,place_of_worship",jewish community,1,0.38,1,0,0
"synagogue,place_of_worship",singapore,1,0.38,1,0,0
"synagogue,place_of_worship",beautiful place,1,0.72,1,0,0
"synagogue,place_of_worship",nice people,1,0.72,1,0,0
"synagogue,place_of_worship",recommended,1,0.72,1,0,0
"grocery_or_supermarket,bar,store,restaurant,food",’ ve,3,0.37,3,0,0
"grocery_or_supermarket,bar,store,restaurant,food",pasta,2,0.2,2,0,0
"grocery_or_supermarket,bar,store,restaurant,food",’ s,2,0.33,2,0,0
"grocery_or_supermarket,bar,store,restaurant,food",absolutely,1,0.4,1,0,0
"grocery_or_supermarket,bar,store,restaurant,food",kaya,1,0.4,1,0,0
"grocery_or_supermarket,bar,store,restaurant,food",live cooking,1,0.4,1,0,0
"grocery_or_supermarket,bar,store,restaurant,food",personal touch,1,0.4,1,0,0
"grocery_or_supermarket,bar,store,restaurant,food",lovely place,1,0.4,1,0,0
"grocery_or_supermarket,bar,store,restaurant,food",’ ll,1,0.4,1,0,0
"grocery_or_supermarket,bar,store,restaurant,food",hype… sort,1,0.19,1,0,0
"meal_takeaway,bakery,restaurant,food,store",ordered,2,0.15,1,0,1
"meal_takeaway,bakery,restaurant,food,store",’ s,2,0.08,1,0,1
"meal_takeaway,bakery,restaurant,food,store",was,2,0.26,1,0,1
"meal_takeaway,bakery,restaurant,food,store",splurged,1,0.2,1,0,0
"meal_takeaway,bakery,restaurant,food,store",grabfood,1,0.2,1,0,0
"meal_takeaway,bakery,restaurant,food,store",hard time,1,0.2,1,0,0
"meal_takeaway,bakery,restaurant,food,store",banana caramel crumble,1,0.2,1,0,0
"meal_takeaway,bakery,restaurant,food,store",nutella marshmallows,1,0.2,1,0,0
"meal_takeaway,bakery,restaurant,food,store",don ’ t use pork,1,0.2,1,0,0
"meal_takeaway,bakery,restaurant,food,store",oil stench,1,-0.02,0,0,1
"cafe,grocery_or_supermarket,store,restaurant,food",’ re,5,0.26,5,0,0
"cafe,grocery_or_supermarket,store,restaurant,food",’ s,4,0.25,4,0,0
"cafe,grocery_or_supermarket,store,restaurant,food",little farms,4,0.23,4,0,0
"cafe,grocery_or_supermarket,store,restaurant,food",farms,3,0.24,3,0,0
"cafe,grocery_or_supermarket,store,restaurant,food",tanglin,2,0.09,1,0,1
"cafe,grocery_or_supermarket,store,restaurant,food",thank,2,-0.02,0,0,2
"cafe,grocery_or_supermarket,store,restaurant,food",miss eva,2,-0.02,0,0,2
"cafe,grocery_or_supermarket,store,restaurant,food",grocery store —,2,0.25,2,0,0
"cafe,grocery_or_supermarket,store,restaurant,food",farms market,1,0.19,1,0,0
"cafe,grocery_or_supermarket,store,restaurant,food",grocery stores,1,0.19,1,0,0
"amusement_park,store",uncle james,2,0.37,2,0,0
"amusement_park,store",uncle,1,0.15,1,0,0
"amusement_park,store",redrilled,1,0.15,1,0,0
"amusement_park,store",old ball,1,0.15,1,0,0
"amusement_park,store",global reality,1,0.15,1,0,0
"amusement_park,store",looking,1,0.15,1,0,0
"amusement_park,store",reasonable prices,1,0.6,1,0,0
"amusement_park,store",prices,1,0.02,0,0,1
"amusement_park,store",extra charges,1,0.02,0,0,1
"amusement_park,store",thank,1,0.02,0,0,1
"physiotherapist,doctor,health",’ ve,8,0.21,3,0,5
"physiotherapist,doctor,health",thank,7,0.33,6,0,1
"physiotherapist,doctor,health",felicia,7,0.44,7,0,0
"physiotherapist,doctor,health",jack,6,0.32,4,0,2
"physiotherapist,doctor,health",sole clinic,6,0.3,6,0,0
"physiotherapist,doctor,health",physio,5,0.33,5,0,0
"physiotherapist,doctor,health",’ s,4,0.2,1,0,3
"physiotherapist,doctor,health",thanks,4,0.44,4,0,0
"physiotherapist,doctor,health",joshua,4,0.41,4,0,0
"physiotherapist,doctor,health",toto,4,0.29,4,0,0
"meal_delivery,store,restaurant,food",nice lunch experience,1,0.31,1,0,0
"meal_delivery,store,restaurant,food",friendly staff,1,0.31,1,0,0
"meal_delivery,store,restaurant,food",brigitte,1,0.31,1,0,0
"meal_delivery,store,restaurant,food",tom,1,0.31,1,0,0
"meal_delivery,store,restaurant,food",yum pasta,1,0.31,1,0,0
"meal_delivery,store,restaurant,food",qr,1,0.21,1,0,0
"meal_delivery,store,restaurant,food",previous diners,1,0.21,1,0,0
"meal_delivery,store,restaurant,food",own wet wipes,1,0.21,1,0,0
"meal_delivery,store,restaurant,food",lol,1,0.21,1,0,0
"meal_delivery,store,restaurant,food",servers,1,0.21,1,0,0
"restaurant,grocery_or_supermarket,food,store",mexican food,3,0.18,3,0,0
"restaurant,grocery_or_supermarket,food,store",collagen broth,2,0.42,2,0,0
"restaurant,grocery_or_supermarket,food,store",loved the jalapeño poppers,1,0.31,1,0,0
"restaurant,grocery_or_supermarket,food,store",baja fish tacos,1,0.31,1,0,0
"restaurant,grocery_or_supermarket,food,store",barbacoa tacos,1,0.31,1,0,0
"restaurant,grocery_or_supermarket,food,store",baja fish,1,0.31,1,0,0
"restaurant,grocery_or_supermarket,food,store",personal preference,1,0.31,1,0,0
"restaurant,grocery_or_supermarket,food,store",prices,1,0.12,1,0,0
"restaurant,grocery_or_supermarket,food,store",wo n't,1,0.12,1,0,0
"restaurant,grocery_or_supermarket,food,store",woman shop owner,1,0.12,1,0,0
"museum,travel_agency",singapore,12,0.31,12,0,0
"museum,travel_agency",city gallery,4,0.31,4,0,0
"museum,travel_agency",’ s,2,0.19,2,0,0
"museum,travel_agency",must-visit destination,1,0.19,1,0,0
"museum,travel_agency",urban landscape,1,0.19,1,0,0
"museum,travel_agency",city planning museum,1,0.19,1,0,0
"museum,travel_agency",interactive experience,1,0.19,1,0,0
"museum,travel_agency",’ s development,1,0.19,1,0,0
"museum,travel_agency",impressive collection,1,0.19,1,0,0
"museum,travel_agency",detailed,1,0.19,1,0,0
"museum,tourist_attraction,cafe,food,store",dot,1,0.23,1,0,0
"museum,tourist_attraction,cafe,food,store",design museum,1,0.23,1,0,0
"museum,tourist_attraction,cafe,food,store",vibrant celebration,1,0.23,1,0,0
"museum,tourist_attraction,cafe,food,store",unique window,1,0.23,1,0,0
"museum,tourist_attraction,cafe,food,store",cutting-edge design,1,0.23,1,0,0
"museum,tourist_attraction,cafe,food,store",dynamic space,1,0.23,1,0,0
"museum,tourist_attraction,cafe,food,store",impressive array,1,0.23,1,0,0
"museum,tourist_attraction,cafe,food,store",top designers,1,0.23,1,0,0
"museum,tourist_attraction,cafe,food,store",museum ’ s,1,0.23,1,0,0
"museum,tourist_attraction,cafe,food,store",extensive collection,1,0.23,1,0,0
"grocery_or_supermarket,store,restaurant,food",alessandro,3,0.38,3,0,0
"grocery_or_supermarket,store,restaurant,food",korean,2,0.34,2,0,0
"grocery_or_supermarket,store,restaurant,food",really,2,0.3,2,0,0
"grocery_or_supermarket,store,restaurant,food",good service,2,0.3,2,0,0
"grocery_or_supermarket,store,restaurant,food",sea bass,2,0.26,2,0,0
"grocery_or_supermarket,store,restaurant,food",5mm pork,2,0.31,2,0,0
"grocery_or_supermarket,store,restaurant,food",easily,1,0.33,1,0,0
"grocery_or_supermarket,store,restaurant,food",singapore,1,0.33,1,0,0
"grocery_or_supermarket,store,restaurant,food",portion size,1,0.33,1,0,0
"grocery_or_supermarket,store,restaurant,food",egg omelette,1,0.33,1,0,0
"grocery_or_supermarket,lodging,food,store",’ s,3,0.4,3,0,0
"grocery_or_supermarket,lodging,food,store",beautiful location,1,0.25,1,0,0
"grocery_or_supermarket,lodging,food,store",dominic,1,0.7,1,0,0
"grocery_or_supermarket,lodging,food,store",destiny,1,0.46,1,0,0
"grocery_or_supermarket,lodging,food,store",friendly mr.,1,0.46,1,0,0
"grocery_or_supermarket,lodging,food,store",yazid,1,0.46,1,0,0
"grocery_or_supermarket,lodging,food,store",briyani,1,0.45,1,0,0
"grocery_or_supermarket,lodging,food,store",super delicious ..,1,0.45,1,0,0
"grocery_or_supermarket,lodging,food,store",area need,1,0.45,1,0,0
"grocery_or_supermarket,lodging,food,store",tea time ⏲️ 😋,1,0.5,1,0,0
"drugstore,pharmacy,health,store",mr narendar,1,0.02,0,0,1
"drugstore,pharmacy,health,store",whenever i need,1,0.02,0,0,1
"drugstore,pharmacy,health,store",highly,1,0.02,0,0,1
"drugstore,pharmacy,health,store",narendra,1,0.18,1,0,0
"drugstore,pharmacy,health,store",homeopathy,1,0.18,1,0,0
"drugstore,pharmacy,health,store",acute rhinitis,1,0.18,1,0,0
"drugstore,pharmacy,health,store",large extent,1,0.18,1,0,0
"drugstore,pharmacy,health,store",consultations seamless,1,0.18,1,0,0
"drugstore,pharmacy,health,store",practical solutions,1,0.18,1,0,0
"drugstore,pharmacy,health,store",god,1,0.18,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,store,food",small interesting products,1,0.18,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,store,food",nearby small shop,1,0.18,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,store,food",favourite spot,1,0.18,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,store,food",depending,1,0.18,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,store,food",weather conditions,1,0.18,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,store,food",tiny ice cream,1,0.18,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,store,food",fantastic company,1,0.18,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,store,food",positive energy,1,0.18,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,store,food",small moments,1,0.18,1,0,0
"supermarket,convenience_store,grocery_or_supermarket,store,food",seems,1,0.08,0,0,1
"shopping_mall,car_repair,store",awesome,1,0.57,1,0,0
"shopping_mall,car_repair,store",happy customer,1,0.57,1,0,0
"shopping_mall,car_repair,store",brand ’ s scooter,1,0.57,1,0,0
"restaurant,bakery,food,store",awfully chocolate,2,0.24,2,0,0
"restaurant,bakery,food,store",great buffet,1,0.29,1,0,0
"restaurant,bakery,food,store",main dish,1,0.29,1,0,0
"restaurant,bakery,food,store",burger choices,1,0.29,1,0,0
"restaurant,bakery,food,store",main courses,1,0.29,1,0,0
"restaurant,bakery,food,store",adventurous entrepreneur mindset,1,0.29,1,0,0
"restaurant,bakery,food,store",breakfast buffet,1,0.29,1,0,0
"restaurant,bakery,food,store",seasonal food,1,0.29,1,0,0
"restaurant,bakery,food,store",local food,1,0.29,1,0,0
"restaurant,bakery,food,store",nasi lemak,1,0.29,1,0,0
"local_government_office,health",siew mai,3,-0.15,0,3,0
"local_government_office,health",brown rice,2,-0.07,0,0,2
"local_government_office,health",hpb,2,0.13,2,0,0
"local_government_office,health",ndcs,2,0.13,2,0,0
"local_government_office,health",chinese lady,1,-0.15,0,1,0
"local_government_office,health",shouts orders,1,-0.15,0,1,0
"local_government_office,health",mee siam,1,-0.15,0,1,0
"local_government_office,health",laksa,1,-0.15,0,1,0
"local_government_office,health",mee soto,1,-0.15,0,1,0
"local_government_office,health",surely,1,-0.15,0,1,0
embassy,singapore,5,0.12,3,1,1
embassy,french embassy,3,0.03,1,0,2
embassy,myanmar,3,-0.16,0,3,0
embassy,smooth process,3,0.25,3,0,0
embassy,appointment time,2,0.21,2,0,0
embassy,russia,2,0.32,2,0,0
embassy,visa,2,0.21,1,0,1
embassy,new passport,2,0.34,2,0,0
embassy,dress code,2,0.17,1,0,1
embassy,overall,2,0.05,0,0,2
"health,school",highly,24,0.32,23,0,1
"health,school",thank,15,0.26,15,0,0
"health,school",’ ve,13,0.28,13,0,0
"health,school",’ s,10,0.32,9,0,1
"health,school",jereme,9,0.26,9,0,0
"health,school",maplebear,7,0.28,7,0,0
"health,school",reshma,7,0.4,7,0,0
"health,school",great coach,6,0.43,6,0,0
"health,school",anthony,6,0.22,5,0,1
"health,school",charlie,6,0.2,6,0,0
"furniture_store,home_goods_store,restaurant,food,store",excellent,1,0.21,1,0,0
"furniture_store,home_goods_store,restaurant,food,store",saved,1,0.21,1,0,0
"furniture_store,home_goods_store,restaurant,food,store",massive construction dust,1,0.21,1,0,0
"furniture_store,home_goods_store,restaurant,food,store",bbq,1,0.21,1,0,0
"furniture_store,home_goods_store,restaurant,food,store",affordable price,1,0.21,1,0,0
"furniture_store,home_goods_store,restaurant,food,store",bukit batok,1,0.21,1,0,0
"furniture_store,home_goods_store,restaurant,food,store",retail store,1,0.21,1,0,0
"furniture_store,home_goods_store,restaurant,food,store",retail stores,1,0.21,1,0,0
"furniture_store,home_goods_store,restaurant,food,store",coronation plaza,1,0.21,1,0,0
"furniture_store,home_goods_store,restaurant,food,store",valley point,1,0.21,1,0,0
"physiotherapist,hospital,spa,store,health",joelle,3,0.42,3,0,0
"physiotherapist,hospital,spa,store,health",guo tai,2,0.37,2,0,0
"physiotherapist,hospital,spa,store,health",positive experiences,1,0.42,1,0,0
"physiotherapist,hospital,spa,store,health",guo tai tcm somerset,1,0.42,1,0,0
"physiotherapist,hospital,spa,store,health",front desk staff,1,0.42,1,0,0
"physiotherapist,hospital,spa,store,health",sure customers,1,0.42,1,0,0
"physiotherapist,hospital,spa,store,health",bernice,1,0.42,1,0,0
"physiotherapist,hospital,spa,store,health",physician guo,1,0.42,1,0,0
"physiotherapist,hospital,spa,store,health",significant improvements,1,0.42,1,0,0
"physiotherapist,hospital,spa,store,health",please,1,0.42,1,0,0
"shopping_mall,health,store",jeffrey,12,0.18,10,0,2
"shopping_mall,health,store",optic,4,0.19,4,0,0
"shopping_mall,health,store",’ ve,3,0.29,3,0,0
"shopping_mall,health,store",highly,2,0.18,1,0,1
"shopping_mall,health,store",optics,2,0.42,2,0,0
"shopping_mall,health,store",eyes checks,2,0.42,2,0,0
"shopping_mall,health,store",high myopia,2,-0.07,0,0,2
"shopping_mall,health,store",jaycob,2,0.23,2,0,0
"shopping_mall,health,store",eye health,2,0.3,2,0,0
"shopping_mall,health,store",optical,2,0.11,2,0,0
"park,store",darren,4,0.28,2,0,2
"park,store",carnivorous plants,3,0.53,3,0,0
"park,store",koke sg,2,0.36,2,0,0
"park,store",garden tour,2,0.05,0,0,2
"park,store",“ cash voucher ”,2,0.07,0,0,2
"park,store",started,1,0.42,1,0,0
"park,store",buying orchids,1,0.42,1,0,0
"park,store",julius,1,0.42,1,0,0
"park,store",breaker,1,0.42,1,0,0
"park,store",good quality,1,0.42,1,0,0
"liquor_store,pharmacy,health,food,store",price,2,0.46,2,0,0
"liquor_store,pharmacy,health,food,store",friendly staff,2,0.18,1,0,1
"liquor_store,pharmacy,health,food,store",good service,1,0.37,1,0,0
"liquor_store,pharmacy,health,food,store",comprehensive chinese medicine,1,0.37,1,0,0
"liquor_store,pharmacy,health,food,store",friendly service,1,0.54,1,0,0
"liquor_store,pharmacy,health,food,store",affordable ✌️,1,0.54,1,0,0
"liquor_store,pharmacy,health,food,store",traditional,1,-0.02,0,0,1
"liquor_store,pharmacy,health,food,store",medicine,1,-0.02,0,0,1
"liquor_store,pharmacy,health,food,store",folksy,1,-0.02,0,0,1
"liquor_store,pharmacy,health,food,store",raw,1,-0.02,0,0,1
"restaurant,lodging,food",eye contact,2,0.03,0,0,2
"restaurant,lodging,food",customer service,2,0.03,0,0,2
"restaurant,lodging,food",great place,1,0.34,1,0,0
"restaurant,lodging,food",cheap beer,1,0.34,1,0,0
"restaurant,lodging,food",s $,1,0.34,1,0,0
"restaurant,lodging,food",live,1,0.34,1,0,0
"restaurant,lodging,food",cool,1,0.34,1,0,0
"restaurant,lodging,food",filipino,1,0.34,1,0,0
"restaurant,lodging,food",band [ #,1,0.34,1,0,0
"restaurant,lodging,food",group ] belts,1,0.34,1,0,0
"convenience_store,grocery_or_supermarket,food,store",opening,3,-0.07,0,1,2
"convenience_store,grocery_or_supermarket,food,store",phone card,3,-0.01,0,0,3
"convenience_store,grocery_or_supermarket,food,store",didn ’ t,3,-0.01,0,0,3
"convenience_store,grocery_or_supermarket,food,store",shoppee,2,-0.3,0,2,0
"convenience_store,grocery_or_supermarket,food,store",cctv,2,-0.01,0,0,2
"convenience_store,grocery_or_supermarket,food,store",korean words,2,0.13,2,0,0
"convenience_store,grocery_or_supermarket,food,store",sol,1,-0.1,0,0,1
"convenience_store,grocery_or_supermarket,food,store",smol mart,1,-0.1,0,0,1
"convenience_store,grocery_or_supermarket,food,store",limited,1,-0.1,0,0,1
"convenience_store,grocery_or_supermarket,food,store",closed,1,-0.17,0,1,0
"bicycle_store,store",uncle,4,0.1,3,0,1
"bicycle_store,store",rear wheel,3,-0.18,0,2,1
"bicycle_store,store",went,2,0.22,1,0,1
"bicycle_store,store",was,2,0.08,0,0,2
"bicycle_store,store",oh,2,-0.09,0,1,1
"bicycle_store,store",such services,2,0.2,2,0,0
"bicycle_store,store",thanks,2,0.43,2,0,0
"bicycle_store,store",tube + tyre,1,0.0,0,0,1
"bicycle_store,store",saturdays,1,0.0,0,0,1
"bicycle_store,store",couldn ’ t figure,1,0.14,1,0,0
"store,car_repair",ms sim,3,0.13,3,0,0
"store,car_repair",agm,2,0.04,0,0,2
"store,car_repair",excellent service,2,0.56,2,0,0
"store,car_repair",mary,2,0.3,1,0,1
"store,car_repair",wife car,2,0.09,0,0,2
"store,car_repair",bmw,2,0.09,0,0,2
"store,car_repair",recommended,2,0.33,2,0,0
"store,car_repair",year warranty,1,0.04,0,0,1
"store,car_repair",be,1,0.04,0,0,1
"store,car_repair",went,1,0.0,0,0,1
"hospital,veterinary_care,health",hagarty,3,0.41,3,0,0
"hospital,veterinary_care,health",impressive referral,1,0.45,1,0,0
"hospital,veterinary_care,health",medical attention,1,0.45,1,0,0
"hospital,veterinary_care,health",good things,1,0.45,1,0,0
"hospital,veterinary_care,health",primary doctor,1,0.45,1,0,0
"hospital,veterinary_care,health",proper explanations,1,0.2,1,0,0
"hospital,veterinary_care,health",costly checks,1,0.2,1,0,0
"hospital,veterinary_care,health",professional manner,1,0.2,1,0,0
"hospital,veterinary_care,health",clinic,1,0.2,1,0,0
"hospital,veterinary_care,health",anne hagarty,1,0.33,1,0,0
"grocery_or_supermarket,health,food,store",organic stuff,1,0.0,0,0,1
"grocery_or_supermarket,health,food,store",little shop,1,0.18,1,0,0
"grocery_or_supermarket,health,food,store",includes,1,0.18,1,0,0
"grocery_or_supermarket,health,food,store",various supplements,1,0.18,1,0,0
"grocery_or_supermarket,health,food,store",real stuff eg,1,0.18,1,0,0
"grocery_or_supermarket,health,food,store",vitamin eg,1,0.18,1,0,0
"grocery_or_supermarket,health,food,store",eyes etc ...,1,0.18,1,0,0
"grocery_or_supermarket,health,food,store",natto miso,1,0.18,1,0,0
"grocery_or_supermarket,health,food,store",vitamin c,1,0.18,1,0,0
